forecast_issue_time,actual_time_24,temp_actual_24,temp_pred_24,hum_actual_24,hum_pred_24,rain_actual_24,rain_pred_24,pres_actual_24,pres_pred_24,wind_actual_24,wind_pred_24,actual_time_48,temp_actual_48,temp_pred_48,hum_actual_48,hum_pred_48,rain_actual_48,rain_pred_48,pres_actual_48,pres_pred_48,wind_actual_48,wind_pred_48,actual_time_72,temp_actual_72,temp_pred_72,hum_actual_72,hum_pred_72,rain_actual_72,rain_pred_72,pres_actual_72,pres_pred_72,wind_actual_72,wind_pred_72
2025-01-23 22:00:00,2025-01-24 22:00:00,7.7,8.433527,99.0,80.29041,0.0,0.12277768,1018.6,1020.3601,9.7,6.9176226,2025-01-25 22:00:00,3.6,8.323898,92.0,80.16107,0.0,0.11778843,1020.9,1020.622,9.2,6.985204,2025-01-26 22:00:00,9.2,8.323261,99.0,80.112305,0.3,0.11690998,1012.7,1020.67474,17.2,6.9810185
2025-01-23 23:00:00,2025-01-24 23:00:00,7.6,8.44889,100.0,80.25592,0.0,0.12047488,1018.2,1020.511,9.6,6.889611,2025-01-25 23:00:00,3.0,8.316835,95.0,80.22849,0.0,0.11652856,1021.0,1020.7186,9.4,6.973038,2025-01-26 23:00:00,9.3,8.308412,100.0,80.21346,0.4,0.11594399,1012.1,1020.7595,14.5,6.9723554
2025-01-24 00:00:00,2025-01-25 00:00:00,7.6,8.444324,99.0,80.28374,0.0,0.11890812,1017.9,1020.6272,9.1,6.8778515,2025-01-26 00:00:00,2.5,8.287617,95.0,80.36912,0.0,0.11611917,1021.3,1020.7743,4.5,6.9788136,2025-01-27 00:00:00,9.6,8.270823,100.0,80.39055,0.2,0.11585562,1011.6,1020.802,16.4,6.9820232
2025-01-24 01:00:00,2025-01-25 01:00:00,7.5,8.416877,98.0,80.42043,0.0,0.11889215,1017.6,1020.6762,8.5,6.883664,2025-01-26 01:00:00,2.8,8.238295,90.0,80.596466,0.0,0.11700762,1021.7,1020.77344,1.7,7.001544,2025-01-27 01:00:00,9.9,8.214794,99.0,80.64667,0.2,0.11699877,1011.3,1020.7903,18.2,7.0080886
2025-01-24 02:00:00,2025-01-25 02:00:00,7.4,8.328995,97.0,80.88545,0.0,0.12287563,1017.3,1020.4975,11.8,6.9470825,2025-01-26 02:00:00,2.8,8.149068,86.0,81.06395,0.0,0.12104317,1021.9,1020.58765,3.3,7.0683904,2025-01-27 02:00:00,11.0,8.125966,99.0,81.11238,0.3,0.12102774,1009.6,1020.6038,20.7,7.0752034
2025-01-24 03:00:00,2025-01-25 03:00:00,7.3,8.283232,98.0,81.23171,0.0,0.12609725,1017.2,1020.354,12.4,6.983593,2025-01-26 03:00:00,2.0,8.0829525,91.0,81.48527,0.0,0.12496085,1021.3,1020.40533,3.8,7.120552,2025-01-27 03:00:00,10.7,8.055432,98.0,81.55286,0.2,0.12512548,1009.4,1020.41315,23.7,7.1299624
2025-01-24 04:00:00,2025-01-25 04:00:00,7.1,8.279339,97.0,81.3616,0.0,0.12588929,1017.0,1020.4555,12.5,6.9489446,2025-01-26 04:00:00,2.3,8.063031,93.0,81.69616,0.0,0.12585731,1021.1,1020.43036,1.7,7.108209,2025-01-27 04:00:00,10.3,8.028597,98.0,81.79763,0.4,0.12638228,1010.1,1020.41956,19.0,7.122483
2025-01-24 05:00:00,2025-01-25 05:00:00,5.9,8.287954,98.0,81.562256,0.0,0.12749745,1016.9,1020.41284,9.1,6.933076,2025-01-26 05:00:00,1.8,8.045201,96.0,81.964424,0.0,0.12769835,1021.1,1020.3889,3.0,7.1028256,2025-01-27 05:00:00,10.0,8.008042,99.0,82.07404,2.8,0.12825693,1008.9,1020.37854,15.8,7.117725
2025-01-24 06:00:00,2025-01-25 06:00:00,5.9,8.297194,99.0,81.77845,0.0,0.12991333,1016.5,1020.2832,6.8,6.941978,2025-01-26 06:00:00,2.0,8.029236,99.0,82.24729,0.0,0.13026361,1021.2,1020.27344,2.2,7.116492,2025-01-27 06:00:00,10.1,7.9907427,99.0,82.35884,8.0,0.13079242,1007.7,1020.2669,12.4,7.131016
2025-01-24 07:00:00,2025-01-25 07:00:00,6.4,8.2543,98.0,82.24558,0.0,0.13471505,1016.3,1020.04504,7.7,6.975441,2025-01-26 07:00:00,3.4,7.987041,100.0,82.66859,0.0,0.13425647,1020.6,1020.0853,6.8,7.144458,2025-01-27 07:00:00,10.3,7.953126,96.0,82.75612,6.3,0.13452688,1007.9,1020.0917,11.5,7.1560097
2025-01-24 08:00:00,2025-01-25 08:00:00,6.6,8.233334,100.0,82.538925,0.1,0.13658467,1015.9,1020.0253,10.5,6.9556594,2025-01-26 08:00:00,3.6,7.971436,100.0,82.937935,0.0,0.13603842,1020.4,1020.0573,5.3,7.1282563,2025-01-27 08:00:00,9.8,7.9382,96.0,83.02406,3.5,0.13632314,1008.0,1020.06134,6.2,7.14023
2025-01-24 09:00:00,2025-01-25 09:00:00,6.9,8.199336,100.0,82.87976,0.5,0.13811786,1016.6,1020.0943,9.8,6.9081135,2025-01-26 09:00:00,3.9,7.9650326,100.0,83.16201,0.0,0.13669837,1020.5,1020.1485,7.9,7.074444,2025-01-27 09:00:00,10.0,7.936397,98.0,83.229195,1.5,0.13683385,1008.8,1020.1575,11.4,7.0848217
2025-01-24 10:00:00,2025-01-25 10:00:00,7.0,8.046222,99.0,83.4835,1.0,0.14062184,1017.1,1020.0937,13.5,6.946215,2025-01-26 10:00:00,4.5,7.9085565,99.0,83.48717,0.0,0.13795045,1020.6,1020.15515,8.9,7.07907,2025-01-27 10:00:00,9.6,7.891899,95.0,83.51444,8.1,0.13787566,1009.2,1020.1652,9.7,7.0867143
2025-01-24 11:00:00,2025-01-25 11:00:00,7.0,7.8619556,99.0,83.977165,0.2,0.13896108,1017.7,1020.408,9.4,6.9399724,2025-01-26 11:00:00,4.9,7.8471856,99.0,83.68233,0.1,0.1359285,1020.5,1020.3869,10.2,7.046755,2025-01-27 11:00:00,10.2,7.83995,85.0,83.69295,1.9,0.13600016,1008.9,1020.3754,9.0,7.0559916
2025-01-24 12:00:00,2025-01-25 12:00:00,7.1,7.724051,99.0,84.04255,0.3,0.13113081,1018.1,1021.0629,8.1,6.882121,2025-01-26 12:00:00,5.6,7.8171926,99.0,83.58491,0.0,0.129561,1020.2,1020.8618,13.3,6.975957,2025-01-27 12:00:00,11.7,7.813937,84.0,83.614075,0.3,0.13019669,1009.3,1020.8073,11.0,6.99064
2025-01-24 13:00:00,2025-01-25 13:00:00,7.6,7.569469,99.0,84.20788,0.1,0.12622027,1017.7,1021.4086,8.4,6.925513,2025-01-26 13:00:00,6.0,7.7592177,100.0,83.59634,0.1,0.12534961,1019.1,1021.1186,12.8,6.984579,2025-01-27 13:00:00,11.5,7.7641387,88.0,83.61696,0.1,0.12617059,1009.1,1021.0452,13.3,6.9990706
2025-01-24 14:00:00,2025-01-25 14:00:00,8.9,7.3902054,86.0,84.4116,0.2,0.12560844,1017.4,1021.1775,9.6,7.1906157,2025-01-26 14:00:00,6.6,7.673242,97.0,83.748825,0.2,0.1260031,1017.9,1020.8556,14.0,7.169347,2025-01-27 14:00:00,11.8,7.6891,78.0,83.75076,0.7,0.12686196,1008.4,1020.7764,13.5,7.178719
2025-01-24 15:00:00,2025-01-25 15:00:00,10.2,7.2606506,74.0,84.341354,0.1,0.12323204,1016.2,1020.9167,10.3,7.4872937,2025-01-26 15:00:00,7.2,7.595912,99.0,83.79386,0.5,0.12652445,1016.4,1020.47687,16.0,7.4154854,2025-01-27 15:00:00,11.5,7.614186,81.0,83.82019,0.6,0.12786289,1007.6,1020.3714,16.8,7.4244733
2025-01-24 16:00:00,2025-01-25 16:00:00,10.2,7.1678877,70.0,84.16346,0.1,0.120780945,1015.9,1020.60706,11.5,7.790644,2025-01-26 16:00:00,7.5,7.528709,100.0,83.77028,0.9,0.1268669,1015.6,1020.0584,15.1,7.684122,2025-01-27 16:00:00,11.5,7.5468016,76.0,83.82814,0.1,0.1287104,1007.1,1019.9273,20.3,7.693347
2025-01-24 17:00:00,2025-01-25 17:00:00,9.5,7.1489553,78.0,83.79127,0.2,0.11665716,1016.5,1020.4437,12.1,8.012756,2025-01-26 17:00:00,7.7,7.496321,100.0,83.58346,0.5,0.12537557,1014.8,1019.7619,15.0,7.9157863,2025-01-27 17:00:00,9.8,7.5080094,83.0,83.688705,0.1,0.12782785,1007.7,1019.59875,24.3,7.9301605
2025-01-24 18:00:00,2025-01-25 18:00:00,7.9,7.2223244,93.0,83.593864,0.1,0.11590264,1017.3,1020.3474,7.2,8.054526,2025-01-26 18:00:00,8.1,7.495345,99.0,83.44831,0.1,0.12439417,1014.3,1019.6124,17.7,8.043265,2025-01-27 18:00:00,8.8,7.493492,87.0,83.58627,0.1,0.12705003,1008.4,1019.4358,22.6,8.068535
